codigo item;descricao item
35007026;RESIDHERE EP 110S
35007027;MEGHWAX CPB 500
35007028;MEGHWAX CPB 100
35007029;COL 1440
35007033;KOMTAC 100
35007037;RESIDHERE ES100S (SACARIA)
35007055;DISPONIL 25 S
35007059;DISPONIL AES 60
35007064;ISALENE OS
35007065;POLYDISPERSE HDP-04
35007066;OLEO MINERAL
35007067;GAPSPERSE 340 DT
35007069;FLEXPAR INK2
35007070;FLEXNAP 940 FOR
35007071;QUANTISOLV 240
35007072;FLEX PAR 837
35007074;NYPAR 330
35007075;ACRILUX HFX
35007080;ENCOR 9466 BR
35007081;LATEX NATURAL CENTRIFUGADO 60
35007082;LATEX CENTRIFUGADO 60 (JASMIM)
35007083;NEUVIC S-60D
35007084;NEUVIC S-60
35007090;SERA PRINT M-SRB
35007091;STYROFAN BD 789
35007092;ACRYLUX HTP01
35007093;NTL-218
35007094;STYROFORT 8174
35007095;FORTCRYL 1900
35007096;MEGHWAX EPA 502
35007097;ADVANT WAX E 100
35007099;EA 28025
35007101;ESCORENE ULTRA EVA LD755.12
35007105;EA 19150
35007109;PEBD HOMOPOLIMERO 608
35007110;GEWAX 145 LT
35007111;PARAFINA 140/145 - 2
35007112;SOLVEN WAX 140
35007113;GEWAX 170 LT
35007114;PARAFINA 170/190
35007115;SOLVEN WAX 170
35007116;VESTOPLAST BS
35007117;POLIPROPILENO H-107
35007120;FPT 101E
35007121;HAROSIM STB
35007122;FPT-314 (BIG BAG)
35007123;HARIESTER 100 EGF
35007126;ACQUADHERE OT
35007127;UNILENE B120
35007128;FPT 3524
35007129;HARIESTER ME 2000MT
35007131;KOMTAC H1002
35007133;RESIDHERE FD 80
35007134;RESINA DE PETROLEO C-5
35007135;UNILENE T101
35007137;RESIDHERE PT 25H
35007138;FPT 343
35007139;FPT 321
35007140;GELATINA TÉCNICA 500/80 (INCOGEL)
35007141;GELATINA TÉCNICA 360/120 (MOREU)
35007142;GELATINA TÉCNICA 250/80 (GELICO)
35007143;GELATINA TÉCNICA 250/80 (MOREU)
35007144;GELATINA TÉCNICA 500/120 (GELICO)
35007145;GELATINA TÉCNICA 360/80 (GELICO)
35007146;GELATINA TÉCNICA 500/80 (GELICO)
35007147;GELATINA TÉCNICA. 500/120 (INCOGEL)
35007148;C GUM 75355
35007149;C GUM 05355
35007150;GELATINA TÉCNICA 675 / 110 (MOREU)
35007151;GELATINA TÉCNICA 700 / 115 (MOREU)
35007152;GELATINA TÉCNICA 80/60 (MOREU)
35007153;GELATINA TÉCNICA 300/100 EN GRANO (MOREU)
35007154;GLUCOGIL 40/82
35007155;EXCELL 1020
35007156;LORECOL 3
35007157;MEILOSE GMC 1150
35007158;KOLACEL 100HM
35007159;STARGIL 6151
35007160;EP 2019
35007161;EP 2020
35007162;FLUIDEX SS28
35007163;DEXTRINA NOVODEX 504
35007164;CARBON AE 555
35007165;OXIPURITY 4040 U C
35007166;LOGOS 4127
35007169;PROXEL DCB
35007170;AZUL ACISOL 5GL MX
35007171;AZUL DISPERSO CH139 – UA
35007172;COLANYL AZUL SH-BR
35007173;COLANYL VERMELHO FGR
35007174;VERMELHO DISPERSO CH136
35007176;PE-BA 170
35007177;AMARELO MED DISP CH189
35007180;FOAMASTER MO 2134
35007181;COLANYL PRETO PRQ
35007182;BELSULFIT 40
35007183;MASSA BASE SABONETE 82/18 BRANQ OPTICO
35007184;OLEO SULFURICINADO
35007186;PASTA AZUL M4023
35007188;MASTERBATCH LIQUIDO BRANCO 
35007189;TROYKID FCD 704
35007190;LIQUOZYME SUPRA 2.2X
35007191;ULTRANEX NP150
35007192;ULTRANEX NP 40
35007194;TUTTI 01
35007195;ULTRASPERSE 230 W35
35007196;TALCO INDUSTRIAL
35007197;SILCOLAPSE RG 21
35007201;VINIL SULFONATO DE SODIO (VETTA)
35007202;HIDROPALAT WE 3489
35007203;SCRIPSET 540
35007208;MEGHWAX CPB 110A
35007261;VINNAPAS EAF 68
35007349;TRICLOROETILENO
35007350;CLORETO DE METILENO
35007490;LOXANOL MI 6730
35007642;JONCRYL 678
35007819;COATOSIL 2287
35007933;ETHYL ACRYLATE (SASOL)
35009118;EVATANE 28-03
35009209;EUROPRENE SOL T 9326
35009494;HHP-1204
35010675;RIANOX 1010
35010676;RIANOX 1076
35010690;JINHAI JH-8162
35011620;KBM-803
35011679;POLY-G 30-280
35011697;COATOSIL 3501
35011724;WANOL S-3007
35011726;POLY-G 76-635
35012692;POTATO STARCH FOOD GRADE (AVEBE)
35012727;VINNAPAS EP14
35012997;ACTICIDE L10
35013056;SERVOXYL VPDZ 9/100
35013319;AMITROLIT 8965
35013424;HOSTAPHAT 1306
35013617;DEGALAN AD 971
35020319;BELIKE B-1 WAX
36000000;TEREBINTINA
36000001;ÁLCOOL ETILICO 96
36000002;BUTILDIGLICOL
36000003;ULTRAFILME 260 LV
36000004;HD OCENOL 90/95 V
36000005;GLICERINA BI-DESTILADA USP
36000006;GLICERINA BI-DESTILADA BXR
36000007;HEXILENOGLICOL
36000008;HARPENTINE (TEREBINTINA)
36000009;TEREBINTINA ELLIOTTII RESIPIM
36000010;DIBP
36000011;SORBITOL 70
36000012;POLIBUTENO PB1300
36000013;ÁLCOOL ETÍLICO HIDRATADO 96°
36000014;ULTRAPEG 400 USP
36000015;CITROFOL BII
36000016;OLEO D-LIMONENO
36000017;DI-N-BUTIL-MALEATO
36000018;SCANDINOL DBM (DI-BUTIL-MALEATO)
36000019;VAM
36000020;ACRILATO DE 2 ETIL HEXILA
36000021;CLORETO DE BENZOILA (MULTICHEMIE)
36000022;ACRILATO DE BUTILA
36000023;MONOMERO DE ESTIRENO
36000024;ACRILATO DE HIDROXI PROPILA
36000025;ACRILATO DE ETILA
36000026;ART MONO ACRIL H
36000027;PROXEL DL
36000028;ACRILONITRILA (VETTA)
36000029;DISPERCOLL C XP 2694
36000030;DESMODUR DA-L
36000031;ADESIVO C-7090
36000032;POLYGLOBE 0132
36000034;PIB 32
36000035;FORTPRINT 1690
36000036;FORTCRYL 8065
36000038;TERPENOS DE LARANJA
36000039;EXCEVAL RS-1717
36000040;ART N-METILOL
36000042;ACRILATO DE 2 ETIL HEXILA
36000043;COAPUR 3025
36000044;ACIDO ACRILICO GLACIAL
36000047;ACRILATO DE BUTILA
36000049;ACRILATO DE BUTILA
36000050;MONOMERO DE ESTIRENO
36000051;ESTIRENO MONÔMERO INIBIDO
36000052;EA 28150
36000053;PE BAIXA DENSIDADE 193
36000054;EA 28400
36000055;LOTRYL 35BA320T
36000056;HIDROXI PROPIL ACRILATO
36000057;ACETATO DE ETILA
36000059;KRATON D-1165 PT
36000062;AC9 PE HOMOPOLYMERS
36000063;A-C 8
36000064;AS 240E
36000065;N.DODECYL MERCAPTANA (PHILLIPS)-I
36000066;MMA-METACRILATO DE METILA
36000067;FPT 311
36000068;UNILENE A 80
36000069;UNILENE B 100
36000070;RESIDHERE AF 135
36000071;REGALITE 7100
36000072;RESIDHERE PT 95-H
36000073;ACUCAR CRISTAL
36000074;GELATINA TÉCNICA 360/120 (INCOGEL)
36000075;GELATINA TÉCNICA 250/80 (INCOGEL)
36000076;CULMINAL MHPC 20000S
36000077;AMIDO DE MILHO REGULAR
36000078;DIALIL FTALATO (GEO SPECIALTY)-I
36000079;ACIDO ACRÍLICO GLACIAL
36000080;PILAO NILL
36000081;ÁCIDO ACRÍLICO
36000082;AMYZET 100
36000083;ÁCIDO ACRÍLICO GLACIAL - (I)
36000084;ACETATO DE ZINCO
36000085;PINUSTACK 450 (SACARIA)
36000086;EASTOTAC H100W
36000087;FINNFIX 700 G
36000089;CLORETO DE ZINCO ANIDRO
36000090;AMIDEX 3001
36000091;AMIDEX 4001
36000092;CORAGUM HB
36000093;BHT BUTIL HIDROXI TOLUENO
36000094;AMONIA LIQUIDA SOLUÇÃO 24/26%
36000095;CHINOX 1010
36000096;BENZOATO DE SODIO
36000097;CARBONATO DE SÓDIO LEVE TNC
36000098;BARRILHA LEVE
36000099;BÓRAX DECAHIDRATADO (GRANULADO)
36000100;BICARBONATO DE SODIO
36000102;LOGOSPERSE 4251 BB
36000105;CLORETO DE SODIO
36000106;BÓRAX DECAHIDRATADO
36000107;IRGAFOS 168 FF
36000108;EA 33045
36000109;CARBONATO DE CALCIO PRECIPITADO EXTRA
36000110;ACRILATO DE 2 ETIL HEXILA
36000111;SULFATO DE ALUMINIO
36000112;EVATANE 28-150
36000113;RESIDHERE ES100S (Big bag)
36000114;SURFABLANC BBL
36000115;POLYBUT 30
36000117;ARMOSLIP E BEADS
36000118;PERSULFATO DE SODIO
36000119;PERSULFATO DE SODIO
36000120;PERSULFATO DE AMONIO
36000121;PERSULFATO DE AMÔNIO
36000122;SODA CAUSTICA SOL 50 GRAU COMERCIAL
36000123;SODA CAUSTICA LIQUIDA 50%
36000124;SODA CÁUSTICA LIQUIDA 50%
36000125;SODA CÁUSTICA LIQUIDA 50%
36000126;BARQUAT MB-80
36000127;ISOPROPANOL (RHODIA)
36000128;UREIA TECNICA
36000130;PLEXTOL A 1819
36000131;DICIANDIAMIDA
36000132;DICIANDIAMIDA (SHAANXI)-I
36000133;TETRAPIROFOSTATO DE SÓDIO 4HID
36000134;ACIDO FOSFORICO INDUSTRIAL
36000135;ACIDO BORICO
36000136;ACIDO CITRICO ANIDRO
36000137;ÁCIDO CÍTRICO ANIDRO
36000138;ACIDO CLORIDRICO 33
36000139;ÁCIDO FÓRMICO
36000140;DOLOMITA M325
36000141;POTASSIUM HYDROXIDE - FLAKE (UNID)
36000142;ACETATO DE ETILA (CELANESE)
36000143;CARBONATO DE CALCIO EXTRA LEVE
36000144;DIOXIDO DE TITANO RUTILO R966
36000145;DIOXIDO DE TITANO RUTILO R966
36000146;CADEX 240
36000147;CORANTE CARAMELO C
36000149;SULFATO DE MAGNESIO HEPTAHIDRA
36000150;TRIACETINA FG (DENVER)
36000151;INTEROX 35-20
36000152;BENTONITA SODICA NATURAL WYOGEL
36000153;ACIDO GRAXO DE SEBO
36000155;ANTIESPUMANTE PQ 20
36000156;BICARBONATO DE SÓDIO
36000157;ULTRA FINE 450
36000158;IONOL BHT TECHNICAL GRADE
36000159;CLORETO DE ALUMINIO HEXAHIDRATADO
36000160;LUPRANATE MIB
36000161;ACETATO DE SODIO CRISTAL 3H2O PURO
36000162;Eastman SCANDIFLEX SC-2011
36000163;PAPI 27 MDI POLIMERICO LA
36000164;FOSFATO MONOSSODICO MONOHIDRATADO
36000165;FOSFATO DISSODICO DI-HIDRATADO
36000166;ACRILATO DE 2 ETIL HEXILA
36000167;ACRILATO DE BUTILA
36000168;GELATINA TÉCNICA 360/120 (GELICO)
36000169;AMILOGILL 1700
36000170;BUTILHIDROXITOLUENO (BHT)
36000171;AMONIA SOLUÇÃO
36000172;HIDROXIDO DE AMONIO (AMONIACO) 24 - 26
36000173;CLORETO DE ALUMINIO USP - SOLUÇÃO 50%
36000174;ANTIESPUMANTE OTP 607
36000175;CARBONATO DE SODIO
36000176;CARBONATO DE SODIO (BARRILHA LEVE E DENSA)
36000177;ACETATO DE SÓDIO TRIIDRATADO
36000178;FOSFATO MONOSSÓDICO ALIM
36000179;FOSFATO MONOSSÓDICO
36000180;FOSFATO DISSÓDICO
36000182;PERSULFATO DE SÓDIO
36000183;URÉIA TÉCNICA
36000184;URÉIA TÉCNICA
36000185;DICIANODIAMIDA TEC
36000186;CHINOX 1076
36000187;ÁCIDO BÓRICO
36000188;ÁCIDO CÍTRICO ANIDRO
36000189;INTEROX H202H 35-20
36000190;PEROXIDO HIDROGENIO
36000191;DESMODUR 0122
36000194;GLICERINA BIDESTILADA
36000195;OLEO MINERAL BRANCO 70 LF
36000198;HM728
36000200;PERSULFATO DE SÓDIO
36000201;PERSULFATO DE AMÔNIO
36000202;PERSULFATO DE AMÔNIO - (I)
36000204;ÁCIDO BÓRICO
36000205;ÁCIDO BÓRICO - (I)
36000206;ÁCIDO CÍTRICO ANIDRO
36000207;CARBONATO DE CALCIO 325 (AMC)
36000209;TOLUENO
36000210;AMYZET 500
36000211;DIETILENOGLICOL
36000213;POVAL 30-92
36000215;MEGHPRINT C-15000
36000217;ÁLCOOL METÍLICO
36000219;ÁCIDO CLORIDRÍCO
36000220;DIBUTILAMINA PA ACS
36000221;ESTEARATO DE CÁLCIO
36000222;PE-MR 699 -1300699
36000224;EMULSONGEN LCN 217
36000225;FOSFATO DE AMONIO DIBASICO
36000227;GELATINA TECNICA 360/80
36000228;EP SOLVEN 457-B
36000229;ELVANOL TH 71-30
36000230;TRECORA W 1000
36000231;HPS -MC03
36000232;PINEREZ 9104
36000233;HIDE GLUE 450/180
36000234;TOLUENO
36000235;TROKID D-11
36000236;LOXANOL MI 6730
36000237;BUTYL CARBITOL ACETATE
36000238;METABISULFITO DE SODIO NON FOOD GRADE
36000239;HUMOCER 100 A 45 T
36000240;SCANDINOL SP 22 S
36000241;ETANOL NEUTRO (USINA ESTER)
36000242;PINUSTACK 450 (BIG BAG)
36000243;FPT-314 (SACARIA)
36000244;FORTCOLA 3228
36000245;SUPRASEC 1809
36000246;ITAMID PD M512P_13
36000247;ITAMID PD M512P_14
36000248;HOT MELT 511P
36000249;HOT MELT M3P
36000250;MERITENA 400
36000251;ESCORENE ULTRA LD 728.PM
36000252;ADV WAX E 100
36000253;EMULSOGEN LCN 158
36000254;GENAPOL X 050
36000255;FOSFATO DI-AMÔNI ANIDRO - DAP
36000256;MICRON® 5CD
36000257;JEFFINE® 1 G
36000258;SCANDIFLEX SC-117
36000259;UREIA TECNICA (ISOKHEM)
36000260;A-C 400
36000261;SASOLWAX 3971
36000262;GELATINA TÉCNICA 80/60 (INCOGEL)
36000263;SULFATO DE MAGNESIO HEPTAHIDRATADO (MICROSAL)
36000264;SASOLWAX 5803 SOLID
36000265;GELATINA TECNICA 400-70 (INCOGEL)
36000268;KOSMOS 19.
36000269;COSMONATE PH
36000270;COSMONATE PI
36000272;MONOETHYLENE GLYCOL (PTT GLOBAL CHEM)
36000273;PROPYLENE GLYCOL (SKC)
36000274;VORANOL P 400 (DOW CHEMICAL)
36000275;VORANOL CP 6001 (DOW CHEMICAL)
36000276;DIETHYLENE GLYCOL (INDORAMA) (TAMBOR)
36000277;BUTYL CARBITOL ACETATE
36000278;DYNASYLAN 1124
36000279;HANWHA HS-130
36000280;SURFABLANC BPL
36000281;ACRILONITRILA
36000282;ACETATO DE ETILA (RHODIA)
36000283;BENZOATO DE SÓDIO (TIANJIN DONGDA)
36000284;MONOETHYLENE GLYCOL (GC GLYCOL)
36000285;DESMOPHEN 10WF18
36000286;ACETATO DE BUTILDIGLICOL
36000287;COL 240
36000288;ETHYL ALCOHOL ETHANOL (DA BRASIL)
36000289;IPDI - VENCOREX
36000290;DIETILENOGLICOL (OXITENO TBR)
36000292;ACETATO ETILA - GRANEL
36000293;ADIPIC ACID (TANGSHAN) - BIG BAG
36000294;KALFLEX 50
36000297;1,4-BUTANEDIOL (SK ENERGY)
36000298;CASTOR OIL (KANDLA)
36000299;EASTMAN NPG GLYCOL PLATELETS
36000300;CARPOL PGP-4025 POLYOL
36000301;VASELINA SOLIDA IQUASOL USP
36000302;STYROFORT 520
36000303;AMINOETHYLETHANOLAMINE (HUNTSMAN)
36000304;ACETATO DE ETILA (BUTILAMIL - GRANEL)
36000305;ACETATO DE ETILA (BUTILAMIL - TAMBOR)
36000306;DECOVERY SP 6400
36000307;LPHERA
36000308;MYLOSE 477
36000309;AVEDEX 36 LAC 14
36000310;GEL 250 ANIMAL GLUE
36000311;GEL 360/120 ANIMAL GLUE
36000312;OPTISLIP VRX-PW-(HU)
36000313;AMISOL® 3408
36000314;GEWAX 180 S
36000315;DOWICIDE A ANTIMICROBIAL
36000316;TRIACETINA FG IBC (YIXING TIANYUAN)
36000317;TRIACETINA FG IBC (YIXING TIANYUAN)
36000318;CWP 400E
36000319;MACROLEX BLUE 3R
36000320;WANNATE TDI 80
36000321;AMILOGILL 2100
36000322;PURIFIED ISOPHTHALIC ACID (LOTTE - SACARIA)
36000323;WANNATE MDI-50F
36000324;PINUSROSIN® WW/X
36000325;ATEVA 2850-A
36000326;TRIACETINA FG (DENVER)
36000327;ÁCIDO FOSFÓRICO 85% (PERFYL)
36000328;WANOL C2010D
36000329;WANOL C2020 TAMBOR
36000330;WANOL C2020 BULK
36000331;DIETHYLENE GLYCOL (PTT) ISOTANK
36000332;VORANOL 2000 L POLYOL
36000333;DESMODUR VPPU 0129 M
36000334;ACETATO DE VINILO (MARBOW)
36000335;DIETHYLENE GLYCOL (INDORAMA) (ISOTANK)
36000336;ARCOL POLYOL PHL 240
36000337;ARCOL POLYOL LHT 240
36000338;SONGNOX 1010 PW
36000339;SONGNOX 1076
36000340;EVERNOX 10
36000341;EVERNOX 76GF/GD
36000342;ANIDRIDO FTÁLICO (BIG BAG) (PETROM)
36000343;TRIMETHYLOLPROPANE (TMP) (NEW CHINA CHEMICALS)
36000344;ELVAX 460
36000345;AMILOGILL 1500
36000346;VINNAPAS EP701K
36000347;MERITENA 100
36000348;MERITENA 500
36000349;TRIMETILOLPROPANO (LANXESS)
36000350;ELVAX 150
36000351;CELVOLIT LDM 1081
36000352;ESCORENE ULTRA LD 728.PM
36000353;SWIFT®BOND SP 944
36000354;1,4 BUTANEDIOL (DAIREN)
36000355;SONGNOX 1010 PW
36000356;SONGNOX 1076
36000357;ÁCIDO FOSFÓRICO 85% (NEON)
36000358;RHODIACID AA-ÁCIDO ADIPÍCO (SACARIA)
36000359;ELVACE 741 LQ TIBC QD 1088,62 KG
36000360;ELVACE 736
36000361;AMITROLIT 8965
36000362;MERACRYL GMAA (ROHM)
36000363;BUTILDIGLICOL (INEOS)
36000364;BUTILDIGLICOL (DOW)
36000365;METACRILATO DE METILA (PROQUIGEL)
36000366;LUPRANATE T 80 EX KOREA
36000367;VORANOL 2120L GRANEL
36000368;SUCROPLAST ATBC
36000369;HORDAPHOS 1306
36000370;HAITACK JH-3201
36000371;DIETILENOGLICOL (NAN YA) para IBC
36000372;ÓLEO MINERAL USP
36000373;PINUSTACK® 535
36000374;PINUSTACK® 550
36000375;ONGRONAT 1080
36000376;ÁCIDO CLORÍDRICO (METALLOYS)
36000377;ACRILATO DE ETILA (ZHEJIANG SATELLITE)
36000379;ISONATE M 125U MDI
36000381;JEFFCAT DMDEE
36000382;COATOSIL 1211C
36000383;GLICERINA BRANCA BI-DESTILADA
36000384;TITANIUM(IV) BUTOXIDE - REAGENT GRADE, 97%
36000385;TITANIUM(IV) BUTOXIDE PURUM, ?97% (GRAVIMETRIC)
36000386;S2022/002 - SOLVENTE PARA TESTE
36000387;PINEREZ 2215
36000388;RHODIACID AA - ADIPIC ACID (BIG BAG 500 KG)
36000389;FORTCOLA 714
36000390;E-Dome 8E-456 Polyol
36000391;E-Dome 8E-456S Polyol
36000392;E-Dome 8E-456 Isocyanate
36000393;ACIDO METACRILICO - MAA (CHANGSHU JINFENG) - I
36000394;METIL METACRILATO TOP-A - MMA (MITSUBISHI CHEMICAL) - I
36000395;ACRILATO DE ETILA (BASF)
36000396;METIL METACRILTO HQ40 (PROQUIGEL)
36000397;MAXSIL 936 A
36000398;FORTCOLA 833
36000399;UREIA TÉCNICA - QAFCO
36000400;WANOL C2004
36000401;PINUSTACK 450 (SACARIA)
36000402;ANTIFOAM FGG 35
36000403;FORTCOLA 1206
36000404;LATEX NATURAL CENTRIFUGADO 60% (QUIMIONAL)
36000405;ÚREIA - NITROGEL TECH
36000406;PIB - POLYBUT 30
36000407;MANGANESE(II) CHLORIDE TETRAHYDRATE (SIGMA)
36000408;RESIDHERE EP 100 S
36000409;E-DOME 8E-456 ISOCIANATO
36000410;E-DOME 8E-456 POLIOL
36000411;E-DOME 8E-456S POLIOL
36000412;Parol® 500 HP
36000413;HEXANE-1,6-DIOL (UBE)
36000414;ACRILATO DE 2 ETIL HEXILA (ZHEJIANG SATELLITE) - I
36000415;ACRILATO DE BUTILA (E) (RUDNIK/PINGHU)
36000416;PD316L PIE LQ TIBC 1000.00 KG
36000417;CLORETO DE SODIO MICRONIZADO (ROYALMARCK)
36000418;HM-1300
36000420;ACumist® D-9
36000421;HHP-1004
36000422;PROPILENOGLICOL (DONGYING HI-TECH SPRING CHEMICAL)
36000423;DIPROPYLENE GLYCOL (DOW) (IBC/BULK)
36000424;PROPYLENE GLYCOL INDUST. (DOW) (IBC/BULK)
36000425;EPOXY RESIN 0164 (Nantong Xingchen)
36000426;EVYRON T20 FLAKES
36000427;DIPROPILENOGLICOL (DONGYING HI-TECH)
36000428;HAITACK JH-3000
36000429;ACUMIST® A12
36000430;PARAFINA 170/190 - FG
36000431;ÁCIDO ADÍPICO (LANXESS)
36000432;LUPRANAT MIP
36000800;BENZOFLEX 352 PLASTICIZER
36000801;PI - PET 4120 INTERM BULK (NAO UTILIZAR)
36000803;PURIFIED ISOPHTHALIC ACID (LOTTE BAGS)
36000805;MONO MHS 90
36000806;OLEO DE MAMONA (OLMA)
36000807;NEOPENTYLGLYCOL FLAKE (LG CHEM)
36000809;DIPROPYLENE GLYCOL FG (SKC)
36000810;DIPROPYLENE GLYCOL FG (SHELL)
36000812;MYCELLE MHS 90 BR
36000813;ALCOOL ETILICO ANIDRO 99º GL
36000814;DIETHYLENE GLYCOL (PTT CHEMICAL)  Drum
36000819;RHODIACID AA- ÁCIDO ADIPÍCO (SACARIA)
36000820;EASTMAN ACIDO ISOFTALICO (SACARIA)
36000821;ANIDRIDO FTALICO EM ESCAMAS - SACARIA (PETROM)
36000822;1,4-BUTANEDIOL (XINGJIANG MARKOR)
36000823;AMINOETILETANOLAMINA (AEEA) (NOURYON)
36000824;AMINOETILETANOLAMINA (BASF)
36000825;CLORETO DE BENZOILA (NEON)
36000826;ACIDO FOSFÓRICO 85% (ICL)
36000827;ACIDO FOSFORICO ALIMENTICIO (BUSCHLE & LEPPER)
36000828;IRGANOX 1076
36000829;IRGANOX 1010
36000830;PROPYLENE GLYCOL INDUST. (DOW)
36000831;RUBINATE 44
36000832;DABCO T-12 CATALYST
36000833;JEFFCAT DMDEE
36000834;WANNATE MDI-100
36000835;DIISOBUTIL FTALATO (ELEKEIROZ)
36000836;VORANOL 2120
36000837;VORANOL 2110B
36000838;SUPRASEC 1809
36000839;BENZOFLEX 352 PLASTICIZER
40001487;CAIXA EXPORTAÇÃO BRANCA
45040042;ÁGUA
45041024;CAJA DAVIS
45041218;BALDE POR 30 KG PLASTICO
46000000;CONTAINER DESCARTÁVEL 1000L
46000001;BOLSA PLÁSTICA DUPLA P/1000LT
46000002;PALETE MADEIRA 1150 X 1150 COM POSICIONADOR
46000003;CHAPA DE PAPELÃO 1100 X 1100
46000004;ESTOPA DE PANO
46000005;FITA PET 16 X 0,80 - VERDE-1L
46000006;FITA ADESIVA 48 X 100
46000007;EMULSÃO ULTRA 50E (5E2UE42S)
46000008;PALETES USADOS PADRÃO PBR
46000009;SELO METÁL. P/FITA PET 16 X0,8
46000010;BOMBONA MOD.81 200GR 5L
46000011;SACO VALV. 560 X 780 X 0,25MM
46000012;BOMBONAS PLÁSTICAS 200 LT TAMPA FIXA ROSCA GROSSA
46000013;SACO VALV. 45 X 60 X 0,20
46000014;TAMPA PLAST. 34MM AZUL  (EX-VERDE)
46000015;CAIXA COLA BASTÃO 445 X 310 X 235 MM REF. PV/FT 162517
46000016;Saco plástico aluminizado  PUR 130 mm
46000017;Saco plástico aluminizado  PUR 280 mm
46000018;Saco plástico aluminizado  PUR 580 mm
46000019;CX.  P/HM INT.RESINADA  460x225x220mm
46000020;POTE 500 ML CILINDRICO EM PEAD
46000021;SACO PEBD LEITOSO 40 X 50 X 0,22 TRANSPARENTE
46000022;SACO PEBD LEITOSO 40 X 50 X 0,22 AMBAR
46000023;SACO PEBD LEITOSO 40 X 50 X 0,22 BRANCO
46000024;CAIXA  ESTAMPA KHS
46000025;"CAIXA  PUR BCA2KG  "" 683x254x191mm (INTERNA)"""
46000026;TAMBOR TR liso chapa #20 (espessura 0,85mm). p/PUR
46000027;CX.  311x248x251 (P/20 BISNAGA PUR)
46000029;PAPEL DESMOLKRAFT SILICONADO
46000030;PALETES USADOS DESCARTÁVEIS (MEDIDAS 1,20 x 1,20 )
46000031;Saco plástico aluminizado  PUR 110 mm
46000032;"CAIXA  PUR LISA BCA2KG "" 638 x L: 254 x A: 191"
46000033;LATA 1 LITRO BRANCA RETANGULAR LEVE COM CARIMBO H
46000034;TAMPA PLAST. P/ BALDE DE 30 L SEM DESPEJO
46000035;105x120mm BR/BR CLD 1/4GL F.A Eletrosolda
46000036;83,3x101mm BR/BR CLD 1/8GL F.A Eletrosolda
46000037;ROTULO VEGETAL BOM. 5LTS
46000038;ROTULO PUR 400 (TAM A4)
46000039;ROTULO C-740 (TAM. A4)
46000040;ROTULO C-755 (TAM. A4)
46000041;VALVULA MARROM COM NIPLE E ROMPEDOR
46000042;SACO DE PAPEL MULTIFOLHADO
46000043;BARRICA PUR 20KG LISA
46000044;SACO VALV. 560 X 780 X 0,25MM SEM IMPRESSÃO
46000046;BALDE 3,6 LT COM IMPRESSÃO_REV
46000047;BCA.PAP. 280 x 355MM (20KG/PUR)
46000048;BARRICA 220 X 320 (10KG)
46000049;BARRICA 280 X 470 (25KG)
46000050;BARRICA 320 X 670 (50LTS)
46000051;FILME STRECH 500MM X25MICRONS
46000052;LACRE LSP 26
46000053;FITA GOMADA 60MM S/REF. C/IMPR
46000054;FITILHO
46000055;FRASCO AMOSTRA
46000056;SACO PLÁSTICO 10KG 40X60X0,12
46000057;SC PLÁST P/50KG (55X105X0,18)
46000058;SACO PLÁST.100X150X0,16 (BB)
46000059;BALDES 22L
46000060;BALDES 30
46000061;BALDES 30 L LISO
46000062;TAMBORES 200L TAMPA REMOV.
46000064;CX.SILIC.10X10X10 CÔNICA AD-02
46000065;CX.PAP.330x240x276  PV 202107
46000066;SACO PLASTICO 480 X 800 X 0,18
46000067;FILME LEIT.300X80 MÁX.23KG/UN
46000068;CONTAINER RETORNAVEL
46000069;TAMBOR FIBRA TAMPA E FUNDO REMOVÍVEL
46000072;BALDE 7,2 LT SEM IMPRESSÃO
46000073;TAMBOR METÁLICO TRC 0,36 x 0,40x 0,40
46000074;CONTAINER RETORNAVEL
46000075;TAMPA METÁLICA 63mm BCA PARA POTE DE VIDRO
46000076;BARRICA RAKOLL
46000077;ETIQUETA GHS COUCHE 100X170 MM
46000078;ETIQUETAS ADESIVAS P/PVA (BOMBONAS 5LTS)
46000079;ETIQUETA GHS COUCHE 140X220 MM
46000080;ETIQUETA ADESIVA PARA HOT MELT
46000081;ETIQUETA LACRE FECHAMENTO SACARIA 10KG HOT MELT (WURTH)
46000082;ETIQUETA 13x45x3c
46000083;ETIQUETA ADESIVA COUCHÊ 100x176 ROSA (PUR)
46000084;ETIQUETA ADESIVA COUCHÊ 100x176 VERDE (CASEÍNA)
46000085;ETIQUETA ADESIVA COUCHÊ 100x176 AMARELA (H.MELT)
46000086;ETIQUETA ADESIVA COUCHÊ 100x176 AZUL (PVA)
46000088;ETIQUETA ADESIVA COUCHÊ 25X25X4CM REDONDA VERDE
46000089;"ETIQUETA ADESIVA 89x22x1 ""REPROVADO"" (VERMELHA)"
46000090;"ETIQUETA ADESIVA 89x22x1 ""EM ANÁLISE"" (AMARELA)"
46000091;Etiqueta Adesiva Couchê  50mm x 100mm
46000092;ETIQUETA ADESIVA PARA HM HIGIMELT - ELÁSTICO
46000093;ETIQUETA ADESIVA PARA HM HIGIMELT - CONSTRUÇÃO
46000094;ETIQUETA ADHM 400 (BOMBONA 5 Lts)
46000095;ETIQUETA ADHM 200 (BOMBONA 5 Lts)
46000096;ETIQUETA ADHM 695 (BOMBONA 5 Lts)
